id,species1,species2,species3
sample_47,0.74512868458861,3.90245509028395e-05,0.254832290860487
sample_48,0.00384844838207143,0.996151351163542,2.00454386858828e-07
sample_49,0.111424454299715,0.888569979124863,5.56657542261745e-06
sample_50,0.00250213669913122,0.997497750200678,1.13100190814895e-07
sample_51,0.000450480520112383,1.33636262615566e-08,0.999549506116261
sample_52,0.95328060390885,0.000144157040276135,0.0465752390508741
sample_53,0.0272516441460279,0.97274692943822,1.42641575252569e-06
sample_54,0.118482969965306,0.881508093011583,8.93702311084724e-06
sample_55,0.995365455777373,0.000975802988318546,0.00365874123430798
sample_56,0.960290017313784,0.0395005896877079,0.000209392998508493
sample_57,0.995710164432075,0.00348119726155271,0.000808638306371753
sample_58,0.163714691461049,0.836276265498895,9.04304005614171e-06
sample_59,0.0537989790134033,0.946197604852839,3.41613375815227e-06
sample_60,0.984528690769789,0.0146776154356555,0.000793693794555656
sample_61,0.0303813676251109,0.969615887810503,2.74456438668141e-06
sample_62,0.0679502990601473,0.932046436833413,3.26410644010233e-06
sample_63,0.99667713971622,0.00113029984132071,0.00219256044245926
sample_64,0.00186505405530361,0.998134856024042,8.9920654425515e-08
sample_65,0.00476182489902607,9.03405120863694e-08,0.995238084760462
sample_66,0.770577688026103,0.229352786868058,6.95251058387302e-05
sample_67,0.204393980536583,0.795590785324886,1.52341385307159e-05
sample_68,0.875329731829979,0.12457127641962,9.89917504017263e-05
sample_69,0.00135958042099167,0.998640354450455,6.51285530596499e-08
sample_70,0.845315286951607,0.154538370688168,0.000146342360225252
sample_71,0.956405793361612,0.000102022320137596,0.0434921843182507
sample_72,0.57237784658403,2.28132687301571e-05,0.42759934014724
sample_73,0.981228776034951,0.0183528041270913,0.000418419837958258
sample_74,0.996837255019358,0.00158011931408914,0.00158262566655255
sample_75,0.00493157866561618,0.995067949257637,4.72076746971324e-07
sample_76,0.986113228298514,0.0135822831054569,0.000304488596029169
sample_77,0.975653545353829,0.000384530662656765,0.0239619239835143
sample_78,0.799873669355831,4.4025899570163e-05,0.200082304744599
sample_79,0.00127825486050799,0.998721685598989,5.95405029267406e-08
sample_80,0.000714967135201238,0.999284992680632,4.01841670943643e-08
sample_81,0.927790099811082,0.000245676868924746,0.0719642233199928
sample_82,0.0004628275558057,0.999537138138194,3.43060005915944e-08
sample_83,0.103924315493688,0.896064775099819,1.09094064927513e-05
sample_84,0.00717770389856077,1.52976915760926e-07,0.992822143124523
sample_85,0.877400171731597,5.93067421355953e-05,0.122540521526267
sample_86,0.98614794732441,0.000243428585220473,0.0136086240903693
sample_87,0.0206568966849683,0.979341253486218,1.84982881348036e-06
sample_88,0.992244882570438,0.000328249625864522,0.00742686780369746
sample_89,0.158506341744024,0.841484089320811,9.56893516490676e-06
sample_90,0.134136291637846,4.33746089725338e-06,0.865859370901257
sample_91,0.019210271169914,0.98078884574773,8.83082355620174e-07
sample_92,0.000563495063662136,1.81255885389879e-08,0.999436486810749
sample_93,0.000885797651779627,0.999114157343391,4.50048296360279e-08
sample_94,0.207705356082821,0.792282298646796,1.23452703824905e-05
sample_95,0.928739047561617,0.0708283979326324,0.000432554505750533
sample_96,0.133126529587871,3.73316875228832e-06,0.866869737243377
sample_97,0.988007623572401,0.0113049530171575,0.000687423410441982
sample_98,0.000441118548069601,1.23408156325945e-08,0.999558869111115
sample_99,0.988063519510509,0.000222136696522424,0.0117143437929691
sample_100,0.040921616111987,0.959076487159325,1.89672868786057e-06
sample_101,0.00098190392951507,0.999018036308187,5.97622977397415e-08
sample_102,0.0185075745903238,3.75755415034762e-07,0.981492049654261
sample_103,0.0329767293881819,0.967021729201165,1.54141065345301e-06
sample_104,0.00133573996944309,0.998664177877313,8.2153243467719e-08
sample_105,0.00230764008951242,0.997692177747452,1.82163035643287e-07
sample_106,0.637439841035532,3.71473917177139e-05,0.36252301157275
sample_107,0.000882663652093801,1.96023492024707e-08,0.999117316745557
sample_108,0.220796724181813,6.543532275357e-06,0.779196732285912
sample_109,0.000631135099809387,0.999368827031112,3.78690786644111e-08
sample_110,0.995986261908816,0.00333844335649909,0.000675294734684905
sample_111,0.000512325516098002,1.36249763925177e-08,0.999487660858926
sample_112,0.148578685035895,0.851413260119041,8.05484506381256e-06
sample_113,0.997177075791612,0.00128807918048997,0.00153484502789866
sample_114,0.000653250474429975,1.81469756977686e-08,0.999346731378594
sample_115,0.00382961434545231,0.996170194371433,1.91283115111424e-07
sample_116,0.000805449348595315,1.77032305348859e-08,0.999194532948174
sample_117,0.830745016027677,0.169171890672654,8.30932996694157e-05
sample_118,0.000510832835261881,0.999489137609154,2.95555840407285e-08
sample_119,0.983572851920872,0.000242402427259102,0.016184745651869
sample_120,0.994863736459649,0.00458904635392643,0.000547217186424826
sample_121,0.0178058897721072,0.982192512112082,1.59811581044881e-06
sample_122,0.00456524946901651,0.995434510957137,2.39573846364454e-07
sample_123,0.00757886546132745,0.992420595877859,5.3866081345921e-07
sample_124,0.00244693730468158,0.997552940673139,1.22022179249048e-07
sample_125,0.00276787689986602,5.24473829636359e-08,0.997232070652751
sample_126,0.500182533616978,2.43366330534392e-05,0.499793129749969
sample_127,0.0356195127245806,0.964377789779211,2.69749620830774e-06
sample_128,0.990921927761449,0.00870283495543546,0.000375237283115904
sample_129,0.000485026592891257,0.999514944554331,2.88527777005504e-08
sample_130,0.80361256908605,9.05204030236641e-05,0.196296910510926
sample_131,0.00500918959114466,0.994990324088208,4.86320647836187e-07
sample_132,0.0039519685233123,8.11383912367612e-08,0.996047950338296
sample_133,0.00142406218231283,2.79459806869046e-08,0.998575909871706
sample_134,0.933526697223453,0.00012918263262898,0.0663441201439177
sample_135,0.0019593127889549,4.1252706491292e-08,0.998040645958339
sample_136,0.996875129345257,0.00219141840102924,0.000933452253714029
sample_137,0.00042348054445905,1.08373958032135e-08,0.999576508618145
sample_138,0.0013648206232764,0.99863505120048,1.28176243783061e-07
sample_139,0.000498727173503618,0.999501243425236,2.94012604082264e-08
sample_140,0.00733128156221768,1.92396502569458e-07,0.99266852604128
sample_141,0.288704645032822,0.711277714624655,1.76403425228918e-05
sample_142,0.154310728855951,0.845680007068423,9.26407562558664e-06
sample_143,0.00370065498233852,0.996299166997285,1.78020376468604e-07
sample_144,0.0269652329293249,5.6859044892414e-07,0.973034198480226
sample_145,0.97888339903611,0.000167710293487376,0.0209488906704024
sample_146,0.98082961881509,0.0189363919906245,0.000233989194285716
sample_147,0.995110523407963,0.00433741022187963,0.000552066370156841
sample_148,0.988117285844796,0.00023501947278034,0.0116476946824241
sample_149,0.814432066033062,0.185476460416423,9.14735505152024e-05
sample_150,0.988042466696394,0.000221840670360949,0.0117356926332448
sample_151,0.996567189987813,0.000825523685002582,0.00260728632718442
sample_152,0.00103493307278175,2.38888558228409e-08,0.998965043038362
sample_153,0.689806957020258,0.310137069811271,5.59731684711308e-05
sample_154,0.0102970421689479,2.0121370611489e-07,0.989702756617346
sample_155,0.0649239700812306,2.65071066777138e-06,0.935073379208102
sample_156,0.0370225094072576,1.04745922209284e-06,0.96297644313352
sample_157,0.000403005125289978,1.10925434659623e-08,0.999596983782167
sample_158,0.00263053311987105,5.04341132384801e-08,0.997369416446016
sample_159,0.00131395079868148,0.998685936940005,1.12261313668641e-07
sample_160,0.990342005788434,0.000525015074123394,0.00913297913744215
sample_161,0.196168371032608,0.803820776148246,1.08528191456407e-05
sample_162,0.00048389207722118,0.999516069286318,3.8636460706782e-08
sample_163,0.990106761702729,0.000348871434769415,0.00954436686250151
sample_164,0.000986165532981019,0.999013775236302,5.92307173987048e-08
sample_165,0.000635343532917108,1.3809441235855e-08,0.999364642657642
sample_166,0.924292417404661,7.6276891107407e-05,0.0756313057042317
sample_167,0.000593343322121987,1.46373746157916e-08,0.999406642040503
sample_168,0.161570356158638,0.838407240920871,2.2402920490825e-05
sample_169,0.196442938591495,0.803546190938059,1.0870470445981e-05
sample_170,0.0141392391312524,0.98585974876288,1.01210586716529e-06
sample_171,0.001624918658413,3.13889179353505e-08,0.998375049952669
sample_172,0.845575954282227,6.4466244639282e-05,0.154359579473134
sample_173,0.00827507795495205,1.59662104476387e-07,0.991724762382944
sample_174,0.0584240808482041,1.3369576984459e-06,0.941574582194097
sample_175,0.000591144625987572,0.999408813509499,4.18645131189633e-08
sample_176,0.000561093917542711,0.999438874149144,3.19333127993784e-08
sample_177,0.82914735719628,0.000147930682152584,0.170704712121567
sample_178,0.0603089524991506,0.939688064014958,2.98348589150862e-06
sample_179,0.000883911999521276,2.2208612149729e-08,0.999116065791867
sample_180,0.000812421364563509,0.999187529105524,4.95299122610615e-08
sample_181,0.000773453519823585,0.999226490051716,5.64284606865322e-08
sample_182,0.00118648642285738,0.998813457478968,5.60981749030279e-08
sample_183,0.890029668231007,6.67151226346804e-05,0.109903616646358
sample_184,0.190865231306892,0.80912351323259,1.12554605180492e-05
sample_185,0.957868685867346,0.00013785458795978,0.0419934595446937
sample_186,0.000809917624043135,0.999190033389847,4.89861103300146e-08
sample_187,0.392153268479284,0.607819815399442,2.69161212742358e-05
sample_188,0.992351344779959,0.000351621001416075,0.00729703421862497
sample_189,0.0126132056435026,2.61477124639055e-07,0.987386532879373
sample_190,0.0351395503017628,0.964856848216198,3.60148203952945e-06
sample_191,0.743558300750191,0.256354232103553,8.74671462553836e-05
sample_192,0.993002527564966,0.000938124159357226,0.00605934827567647
sample_193,0.021148172820172,4.87027671250317e-07,0.978851340152157
sample_194,0.000796614915021172,0.999203326773431,5.83115477412392e-08
sample_195,0.979973963883374,0.0197964454397188,0.000229590676906829
sample_196,0.980633549463608,0.018772822922198,0.000593627614194055
sample_197,0.972029445514863,0.0276000811311914,0.000370473353946128
sample_198,0.00266452631970846,0.997335317343115,1.56337176577002e-07
sample_199,0.966678485668215,0.0326302023331596,0.00069131199862498
sample_200,0.00262940469649426,0.99737047037994,1.24923565830695e-07
sample_201,0.803239863266917,0.196474379745248,0.000285756987834414
sample_202,0.982145966194389,0.0171152828353878,0.000738750970223263
sample_203,0.996644742297792,0.000848706543213112,0.00250655115899525
sample_204,0.210537976303889,7.68550847029846e-06,0.789454338187641
sample_205,0.00997408229392935,0.990025490113878,4.2759219298161e-07
sample_206,0.996001630407633,0.00179333750980305,0.00220503208256416
sample_207,0.000762425707577928,1.77447466691428e-08,0.999237556547675
sample_208,0.00562844881825017,0.994371308932247,2.42249502552185e-07
sample_209,0.808632387188472,4.76483630030409e-05,0.191319964448525
sample_210,0.35910120289581,0.640857466844295,4.13302598954417e-05
sample_211,0.994223462919338,0.00247928197118777,0.00329725510947427
sample_212,0.99635560338942,0.0029105148032471,0.000733881807333106
sample_213,0.0608456694069859,1.74588822495377e-06,0.939152584704789
sample_214,0.975441076456136,0.0241318088855016,0.000427114658362799
sample_215,0.0157919927816565,5.71477281978198e-07,0.984207435741062
sample_216,0.0356801611617761,7.76611928007249e-07,0.964319062226296
sample_217,0.00225721341941839,0.997742623531745,1.63048836783493e-07
sample_218,0.00399831940783389,0.996001468377215,2.1221495064122e-07
sample_219,0.000398717098262732,1.06214766053389e-08,0.999601272280261
sample_220,0.00985577984149275,0.99014364215119,5.78007317491945e-07
sample_221,0.000749367296646554,0.999250590372168,4.23311853435262e-08
sample_222,0.0780644413080513,0.921931255250087,4.30344186197726e-06
sample_223,0.00949484508101011,0.990504745198293,4.09720696541475e-07
sample_224,0.000636446626882569,0.999363515350573,3.8022544093416e-08
sample_225,0.0037197058332362,0.996280085644359,2.08522404229625e-07
sample_226,0.91279508170629,0.0868554593684848,0.000349458925224721
sample_227,0.989670975996951,0.00987107884043253,0.000457945162616756
sample_228,0.0131069694828477,2.82969216950442e-07,0.986892747547935
sample_229,0.000593378440816463,1.35805080783599e-08,0.999406607978676
sample_230,0.00132040844034291,0.998679477974964,1.13584692600085e-07
sample_231,0.98109072169539,0.000182094593920195,0.0187271837106894
sample_232,0.447737317108945,2.02969206570222e-05,0.552242385970398
sample_233,0.00287284044673176,0.99712703007708,1.29476188706228e-07
sample_234,0.586950926551978,2.62519437537815e-05,0.413022821504269
sample_235,0.172410220943271,4.65203915751285e-06,0.827585127017571
sample_236,0.850404776289722,5.23254887777914e-05,0.1495428982215
sample_237,0.00261629382004347,4.99956615656997e-08,0.997383656184295
sample_238,0.00165234907415895,0.99834757668565,7.42401911617342e-08
sample_239,0.986305387209693,0.0133919356678812,0.000302677122426366
sample_240,0.910642657336457,0.000205236972828055,0.0891521056907152
sample_241,0.847522942882961,8.21604350920951e-05,0.152394896681947
sample_242,0.211965494394502,8.5031796713186e-06,0.788026002425826
sample_243,0.710363423421946,0.289577235193107,5.93413849466863e-05
sample_244,0.320201006280203,0.679779638984636,1.93547351613119e-05
sample_245,0.0822628013191257,1.97274416284302e-06,0.917735225936711
sample_246,0.0057013831801557,0.994298337735365,2.79084479387662e-07
sample_247,0.00686871570272644,0.993130674495973,6.09801300078491e-07
sample_248,0.99053796330141,0.00154350329724335,0.0079185334013466
sample_249,0.0681548125451992,2.72742706118452e-06,0.93184246002774
sample_250,0.996707574564336,0.000933842822812286,0.00235858261285149
sample_251,0.971415406818431,0.0283107060285752,0.000273887152993535
sample_252,0.0475442875891329,0.95245300405523,2.70835563735319e-06
sample_253,0.00423051613778224,0.99576930127778,1.82584438254676e-07
sample_254,0.000469699203633232,0.999530265179702,3.56166643607179e-08
sample_255,0.00530495624015819,1.05037080371046e-07,0.994694938722761
sample_256,0.9437161428129,0.0559412035912263,0.00034265359587339
sample_257,0.0990715173081423,2.43311510623697e-06,0.900926049576751
sample_258,0.197687062015861,6.97589122339109e-06,0.802305962092916
sample_259,0.447020850673362,0.552949491376215,2.96579504233639e-05
sample_260,0.259692282582151,0.740286132411654,2.15850061949538e-05
sample_261,0.966102769770863,0.000143853102002898,0.0337533771271345
sample_262,0.000662666016281262,1.6088115551126e-08,0.999337317895603
sample_263,0.995678205205325,0.00211749410169558,0.00220430069297904
sample_264,0.000900149493597637,2.2932973106858e-08,0.999099827573429
sample_265,0.98111499833741,0.000246986716286869,0.018638014946303
sample_266,0.000577941897317682,0.999422019123656,3.89790262781891e-08
sample_267,0.00353438001928264,0.996465420166454,1.99814263753877e-07
sample_268,0.994333605696941,0.0051752454691164,0.00049114883394243
sample_269,0.000456904274800562,1.22814239624302e-08,0.999543083443775
sample_270,0.00191583278809263,6.06940263752646e-08,0.998084106517881
sample_271,0.995579149610989,0.00072706158920514,0.00369378879980606
sample_272,0.011461298441882,4.16788791004964e-07,0.988538284769327
sample_273,0.0542564169883023,1.52520446590574e-06,0.945742057807232
sample_274,0.588691629775353,2.39706234395808e-05,0.411284399601207
sample_275,0.995143625603248,0.0022908057361067,0.00256556866064512
sample_276,0.994168571816417,0.00248967365107017,0.00334175453251328
sample_277,0.0297079569284422,0.970290720758335,1.32231322268562e-06
sample_278,0.000512268819088812,0.99948770175835,2.94225613937883e-08
sample_279,0.000462778260843654,0.999537191643731,3.00954258341746e-08
sample_280,0.99463244403785,0.00484860064325861,0.00051895531889166
sample_281,0.00542238355296059,0.994577281299692,3.35147346889312e-07
sample_282,0.00298014475558419,7.84307877082338e-08,0.997019776813628
sample_283,0.000489763619524852,0.999510197807321,3.85731538344698e-08
sample_284,0.909888485673236,0.0899654615087111,0.000146052818052862
sample_285,0.146097668593803,5.35709800088569e-06,0.853896974308196
sample_286,0.00615526399661447,1.23988722789933e-07,0.993844612014663
sample_287,0.0188740062216811,0.98112503989073,9.53887589130938e-07
sample_288,0.993544376391261,0.00208901339537714,0.00436661021336173
sample_289,0.000444057016233507,0.99955591045503,3.25287365568777e-08
sample_290,0.99401344662069,0.00373765812800946,0.00224889525130061
sample_291,0.00203575894782786,0.997964150706526,9.03456463292718e-08
sample_292,0.0274981057037134,0.972499391055991,2.50324029586912e-06
sample_293,0.168533720459853,0.83145444688662,1.18326535271348e-05
sample_294,0.044491413295993,1.42993365307392e-06,0.955507156770354
sample_295,0.000559072314636926,0.999440896414564,3.12707994868664e-08
sample_296,0.00348105536937472,0.996518769494738,1.75135886926582e-07
sample_297,0.927444977675129,7.94382413876766e-05,0.072475584083483
sample_298,0.000436903503321156,1.08791417839504e-08,0.999563085617537
sample_299,0.000530333062392482,1.29495128217295e-08,0.999469653988095
sample_300,0.0561653026391382,1.77091118399763e-06,0.943832926449678
sample_301,0.983342449153161,0.000197829797041767,0.016459721049797
sample_302,0.00303244625108627,7.15081883887358e-08,0.996967482240725
sample_303,0.938617501578367,9.50790183591738e-05,0.0612874194032735
sample_304,0.00591938150826566,1.13051618957993e-07,0.994080505440115
sample_305,0.994222754036723,0.00529387571241258,0.000483370250864794
sample_306,0.00102534044440602,0.99897461047676,4.90788334062913e-08
sample_307,0.99380088297952,0.000854699096029846,0.00534441792445034
sample_308,0.945836781307039,9.09243778138991e-05,0.0540722943151471
sample_309,0.000618423458750261,0.999381535365071,4.11761786657035e-08
sample_310,0.00134809733012882,0.998651811183226,9.14866449586354e-08
sample_311,0.997060098274364,0.00118773507824585,0.00175216664739059
sample_312,0.0118712352073012,0.988128168599733,5.96192965274986e-07
sample_313,0.0171726598930271,0.982826393526378,9.46580594948386e-07
sample_314,0.232028030968054,0.767955404180557,1.65648513891507e-05
sample_315,0.245137397889801,8.49624815474668e-06,0.754854105862044
sample_316,0.000497366052300404,1.14308041794031e-08,0.999502622516895
sample_317,0.000537404709776188,1.22003138704395e-08,0.99946258308991
sample_318,0.00105924836072324,2.56222240898343e-08,0.998940726017053
sample_319,0.000509666597878692,1.2745836699812e-08,0.999490320656285
sample_320,0.995723990488693,0.000509767940737935,0.00376624157056961
sample_321,0.00136683422237702,0.998633072768918,9.30087054109987e-08
sample_322,0.00046794951758753,1.1040523365502e-08,0.999532039441889
sample_323,0.211572421992739,5.93659033499106e-06,0.788421641416926
sample_324,0.0730822652801452,2.04838273121322e-06,0.926915686337123
sample_325,0.00049607761925062,0.999503881992122,4.03886273172844e-08
sample_326,0.00239224969901166,4.91150982234227e-08,0.99760770118589
sample_327,0.010030640243146,0.989968919873089,4.39883765388159e-07
sample_328,0.00837892695003724,2.02825544295407e-07,0.991620870224418
sample_329,0.0205256232535176,0.979473462284984,9.14461498144549e-07
sample_330,0.00258317555382978,8.00436263516337e-08,0.997416744402544
sample_331,0.995532681989688,0.00149270929344135,0.00297460871687018
sample_332,0.00380758792699879,0.99619223930725,1.72765751293519e-07
sample_333,0.591608982912924,3.96477854973723e-05,0.408351369301578
sample_334,0.0314581529624649,1.04741584711793e-06,0.968540799621688
sample_335,0.000814407227383092,0.999185551110066,4.16625510869581e-08
sample_336,0.00528894557529693,1.00603334311743e-07,0.994710953821369
sample_337,0.00108533366690835,2.21790436153888e-08,0.998914644154048
sample_338,0.00188045687717207,0.998119435793806,1.07329021915561e-07
sample_339,0.000480431245399186,1.26102307775174e-08,0.99951955614437
sample_340,0.00142894592611932,2.97329503147882e-08,0.99857102434093
sample_341,0.10428554736065,2.56144796536654e-06,0.895711891191384
sample_342,0.181129628063139,4.95377985282528e-06,0.818865418157008
sample_343,0.964188985572785,0.0356382319661108,0.000172782461104239
sample_344,0.985714507072924,0.000287619266271466,0.0139978736608046
sample_345,0.994361344574436,0.00420706853563392,0.00143158688993025
sample_346,0.0119411733341954,0.988058292276204,5.34389600878332e-07
sample_347,0.335962880851274,1.76900757347578e-05,0.664019429072992
sample_348,0.386497603899996,0.613455301304154,4.70947958499087e-05
sample_349,0.000602570868551476,0.999397393054304,3.6077144905534e-08
sample_350,0.00409120522965867,8.76293777982904e-08,0.995908707140964
sample_351,0.0267759689402585,7.24131686494764e-07,0.973223306928055
sample_352,0.000621011111497726,0.999378951522159,3.73663428972205e-08
sample_353,0.00376127584578703,0.996238562757324,1.61396889398271e-07
sample_354,0.990055687913943,0.00939190394760821,0.00055240813844848
sample_355,0.993827867284826,0.000386651016774063,0.00578548169839996
sample_356,0.987404703784487,0.000269988669229729,0.0123253075462835
sample_357,0.995515795708114,0.00327697951660844,0.00120722477527722
sample_358,0.0030537074805945,6.02276676819019e-08,0.996946232291738
sample_359,0.00331420860592983,0.99668559582085,1.95573219967088e-07
sample_360,0.978458320237351,0.000159806140409534,0.0213818736222392
sample_361,0.75708379819286,0.242772531033394,0.000143670773745326
sample_362,0.172724671508917,0.827261035394219,1.42930968643582e-05
sample_363,0.990371077172058,0.00837883158126558,0.00125009124667687
sample_364,0.995996281993521,0.000985452097402571,0.00301826590907632
sample_365,0.00604298298112632,0.993956705243833,3.1177504089184e-07
sample_366,0.996451438145395,0.00213965555591665,0.00140890629868819
sample_367,0.9965430089265,0.00158881865935108,0.001868172414149
sample_368,0.304807263729483,0.695174517977082,1.82182934346331e-05
sample_369,0.00397838107969224,1.10944525874368e-07,0.996021507975782
sample_370,0.0502602547260812,1.12080083328747e-06,0.949738624473085
sample_371,0.00101400845792277,0.998985943246572,4.82955049940421e-08
sample_372,0.000669052441002985,0.999330912838766,3.47202312437104e-08
sample_373,0.00221354205229936,4.49496760962772e-08,0.997786412998025
sample_374,0.00125692432593553,2.47097519376494e-08,0.998743050964313
sample_375,0.000800123469605893,0.999199833371972,4.31584219487082e-08
sample_376,0.000444483898788249,1.08546976196455e-08,0.999555505246514
sample_377,0.994431096444205,0.00123810569717719,0.00433079785861809
sample_378,0.00235782670440875,4.48604866985197e-08,0.997642128435104
sample_379,0.00842176496561965,0.99157787285742,3.62176960062831e-07
sample_380,0.0103057125093636,2.28502307376072e-07,0.989694058988329
sample_381,0.201532471417797,0.798455539329549,1.19892526542332e-05
sample_382,0.0011508944426862,2.94490773747391e-08,0.998849076108236
sample_383,0.00046413504150461,0.999535831532935,3.34255601100329e-08
sample_384,0.00194028669401339,0.998059626650666,8.665532107276e-08
sample_385,0.00149291812832475,0.998507010424387,7.14472883508734e-08
sample_386,0.0621921221584498,1.77819004655147e-06,0.937806099651504
sample_387,0.970800755462887,0.0290088144543542,0.000190430082758523
sample_388,0.470051145234091,0.529894376926405,5.44778395042841e-05
sample_389,0.983683530352948,0.00019865134722124,0.0161178182998311
sample_390,0.641371986204784,0.358577882297507,5.01314977090382e-05
sample_391,0.982294426411362,0.00017472441834848,0.0175308491702897
sample_392,0.997047444301932,0.00195063227858346,0.00100192341948429
sample_393,0.00054903873344438,1.22179854844589e-08,0.99945094904857
sample_394,0.00250367270485229,0.997496202229697,1.25065450454715e-07
sample_395,0.00235390203308397,0.997645994998539,1.029683766072e-07
sample_396,0.0713282208424335,2.80460015293477e-06,0.928668974557414
sample_397,0.0123444288301831,0.987654800399396,7.70770420813151e-07
sample_398,0.988329856942507,0.0110533467901676,0.000616796267325695
sample_399,0.983199579389066,0.0164670746139634,0.000333345996970656
sample_400,0.162547350173739,0.83744369331311,8.95651315097045e-06
sample_401,0.0854302371802591,0.91456540895402,4.35386572123399e-06
sample_402,0.000556645077300825,1.42843011403457e-08,0.999443340638398
sample_403,0.000528772151919313,0.99947119806961,2.97784710887759e-08
sample_404,0.00158070582907067,0.998419206666647,8.75042819185266e-08
sample_405,0.996983387315675,0.00178900726087084,0.00122760542345435
sample_406,0.000546184760634407,0.999453784734122,3.05052436170902e-08
sample_407,0.000586509841610913,0.999413446633613,4.3524775760282e-08
sample_408,0.00458057557549636,0.995419228269403,1.9615510090825e-07
sample_409,0.972467004753307,0.00015418140121027,0.0273788138454832
sample_410,0.996144472546259,0.00309630873852509,0.000759218715215896
sample_411,0.000512395642438724,0.999487571964045,3.2393516303615e-08
sample_412,0.00044784998567072,1.32882358226492e-08,0.999552136726093
sample_413,0.380475049356463,1.81691879604028e-05,0.619506781455577
sample_414,0.189055680922314,7.27538540563874e-06,0.81093704369228
sample_415,0.394152819001649,2.07007619325233e-05,0.605826480236419
sample_416,0.954935464812869,0.0449093711515385,0.000155164035592292
sample_417,0.995744944882914,0.00336138941375696,0.000893665703329196
sample_418,0.0320380472614975,8.20787246434526e-07,0.967961131951256
sample_419,0.996587185061294,0.000681973380827252,0.00273084155787883
sample_420,0.000838088853897429,0.999161836843351,7.43027518855426e-08
sample_421,0.000579269357060376,0.999420688624942,4.20179973782227e-08
sample_422,0.451619321735754,2.0720071535676e-05,0.548359958192711
sample_423,0.347333827480571,0.652626569012801,3.96035066277036e-05
sample_424,0.995413993790769,0.0039883797988785,0.000597626410352191
sample_425,0.949702481338341,9.67105057819551e-05,0.0502008081558772
sample_426,0.995249178387032,0.0038491934521467,0.000901628160820971
sample_427,0.0377781904103871,0.962218452060378,3.35752923441838e-06
sample_428,0.00938631076220093,1.8659849784377e-07,0.990613502639301
sample_429,0.0676835283753587,1.70249138530501e-06,0.932314769133256
sample_430,0.000629834332969123,0.999370125461409,4.02056220369536e-08
sample_431,0.990286205353891,0.000472783166853654,0.00924101147925543
sample_432,0.979865387735309,0.0198146060550158,0.000320006209675409
sample_433,0.0124535404156671,0.987545098226212,1.36135812039531e-06
